dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,n_rank,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,before_status,before_after_params,before_rank_gap,before_parsed_rank_gap,before_parsed_after_params,before_runtime_ms,before_peak_rss_mb,before_passes,before_egraph_total_size,before_rendered,after_status,after_after_params,after_rank_gap,after_parsed_rank_gap,after_parsed_after_params,after_runtime_ms,after_peak_rss_mb,after_passes,after_egraph_total_size,after_rendered,agent_status,conclusion_kind,new_rule_family,proposed_rule,proof_summary,remaining_gap_notes,longer_probe_status,longer_probe_after_params,longer_probe_rank_gap,longer_probe_improved,longer_probe_reached_rank,longer_probe_runtime_ms,longer_probe_peak_rss_mb,before_rank_miss,after_rank_miss,param_delta,rank_gap_delta,missing_rank,execution_issue,fixed_by_extra_rules,still_missed,newly_missed,under_rank,regressed_params,outcome,remaining_issue
pagie,55,EPLEX,26,original,EPLEX,5.0,log(abs(log(abs(-0.876)))) / log(abs(exp(log(abs(0.607)) - (exp(log(abs(-0.826)) - exp(-0.896 - exp(((-0.697 - -1.0 * 0.118 ** 3.0) ** 3.0 - log(abs(-1.123))) ** 3.0 - log(abs(x0 ** 2.0))) ** 2.0)) ** 2.0 * exp(exp(log(abs(0.559)) * exp(log(abs(x1 ** 2.0)))))) ** 3.0) ** 2.0)),8.0,56.0,saturated,6.0,1.0,1.0,6.0,76.93337500677444,107.5,2.0,48.0,-2.0220093000996027 / log(abs(exp(-0.4992264879226388 - (exp(-0.19116050546115904 - exp(-0.896 - exp(-0.09248251672753682 - log(abs(x0 ** 2.0))) ** 2.0)) ** 2.0 * exp(exp(-0.5816058058270378 * exp(log(abs(x1 ** 2.0)))))) ** 3.0) ** 2.0)),saturated,6.0,1.0,1.0,6.0,88.17258299677633,106.1875,2.0,44.0,-2.0220093000996027 / log(abs((0.607 / exp(((0.826 / exp(0.4081991952779227 / exp((0.9116651497153382 / abs(x0 ** 2.0)) ** 2.0))) ** 2.0 * exp(exp(-0.5816058058270378 * abs(x1 ** 2.0)))) ** 3.0)) ** 2.0)),done,new_rule_reduces_to_rank,quotient_coefficient_exposure,"For p<0 and positive integer literals m,n: p / log(abs(exp(a - (exp(b - u)**2 * v))**m)**n) -> -1 / (((m*n)/(-p))*a - exp(2*b + log((m*n)/(-p)) - 2*u) * v). Here m=3,n=2.","Current-rule obstruction: log(exp(x))->x cannot fire because exp(a-Q) is wrapped by **3, abs, **2, and the quotient numerator p is not exposed as a scalable denominator coefficient. Algebra gives log(abs(exp(a-Q)^3)^2)=6*(a-Q), with Q=exp(b-u)^2*v=exp(2*b-2*u)*v. Since p=-2.0220093000996027<0, p/(6*(a-Q)) = -1/(((6)/(-p))*a - exp(2*b + log(6/(-p)) - 2*u)*v). This replaces params p,a,b by two non-integer combinations; c=-0.896, e=-0.09248251672753682, f=-0.5816058058270378 remain, giving rank 5.",A standalone log_abs_scale_extraction rule would only expose 6*(a-Q) and likely leave 6 params. The rank reduction needs quotient scale normalization plus absorption of the positive scale into exp(b-u)^2; implement either as this specialized rule or as coordinated quotient exposure and exp-additive extraction.,ok,6.0,1.0,False,False,53.061707993038,110.640625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,46,EPLEX,17,sympy,EPLEX,6.0,exp((-0.304612761792 * x1 ** 2.0 - 0.391574063671503) / x1 ** 4.0) + exp(0.822136671474921 * (0.128164 * x0 ** 2.0 - 0.878) * (0.108837568328275 * x0 ** 6.0 + 1.0) ** 4.0 / (x0 ** 2.0 * (0.00954923344395646 * x0 ** 12.0 + (0.108837568328275 * x0 ** 6.0 + 1.0) ** 2.0) ** 2.0)),8.0,57.0,saturated,7.0,1.0,1.0,7.0,94.11237502354196,110.5,2.0,118.0,exp((x1 ** 2.0 + 1.2854814793967273) * (-0.304612761792 / x1 ** 4.0)) + exp(0.10536832436291177 * (x0 ** 2.0 + -6.850597671733092) * (0.108837568328275 * x0 ** 6.0 + 1.0) ** 4.0 / (x0 ** 2.0 * (0.00954923344395646 * x0 ** 12.0 + (0.108837568328275 * x0 ** 6.0 + 1.0) ** 2.0) ** 2.0)),saturated,7.0,1.0,1.0,7.0,96.69541599578224,111.96875,2.0,123.0,exp((-0.304612761792 * x1 ** 2.0 + -0.391574063671503) / x1 ** 4.0) + exp(0.10536832436291177 * (x0 ** 2.0 + -6.850597671733092) * (0.108837568328275 * x0 ** 6.0 + 1.0) ** 4.0 / (x0 ** 2.0 * (0.00954923344395646 * x0 ** 12.0 + (0.108837568328275 * x0 ** 6.0 + 1.0) ** 2.0) ** 2.0)),done,new_rule_reduces_to_rank,square_quotient_normalization,"rewrite((z * (t ** 4)) / (w * (v + t ** 2) ** 2)).to(z / (w * (1 + v / (t ** 2)) ** 2), t != 0)","Current rules collect affine constants, giving the rendered baseline, but they do not divide a numerator/denominator by a repeated symbolic square. In the second exp let t=(0.108837568328275*x0**6+1), v=0.00954923344395646*x0**12, z=0.10536832436291177*(x0**2+-6.850597671733092), w=x0**2. Then z*t**4/(w*(v+t**2)**2)=z/(w*(1+v/t**2)**2). This removes the second occurrence of the c=0.108837568328275 literal, leaving 6 non-integer float params overall, matching n_rank.","Implementation may need the rule to match through surrounding product/quotient association. If the metric shares identical literals globally, the baseline already has 6 unique non-integer floats and the reported gap is only occurrence/rank accounting.",ok,7.0,1.0,False,False,75.66908301669173,111.8125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,44,EPLEX,15,sympy,EPLEX,7.0,-0.786769 + 1.26138411854031 / (0.39714058776807 * log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 - 0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 1.0) ** 2.0,8.0,59.0,saturated,8.0,1.0,1.0,8.0,97.52549999393524,109.625,2.0,112.0,-0.786769 + 1.26138411854031 / (0.39714058776807 * log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 + -0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 1.0) ** 2.0,saturated,8.0,1.0,1.0,8.0,100.5411250225734,111.203125,2.0,111.0,-0.786769 + 7.99758399999997 / (log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 + -0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 2.5179999999999993) ** 2.0,done,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No algebraic rewrite is the smallest fix. Parameterization should intern identical non-integer float literals, or CSE the repeated term U = p*log(abs(x0/x1))**4 + 1 so both U occurrences share the same p.","Current-rule obstruction: the rank miss is not from an unnormalized quotient/log/square shape, but from counting the repeated coefficient 0.875656742556918 twice. Let L=log(abs(x0/x1)) and U=p*L**4+1. The expression contains U**4 in the numerator and (U**2 - 0.851410399769728)**2 in the denominator, with the same p. Unique non-integer parameters are -0.786769, 1.26138411854031, 0.39714058776807, 0.168375426124201, p, 0.851410399769728, and 2.463: seven total. Baseline_after_params=8 is explained by unshared duplicate p occurrences.","If the pipeline already interns exact equal float literals before ranking, then this row is inconclusive without inspecting that implementation. From the rendered baseline alone, the apparent one-rank gap is a shared-parameter/rank artifact, not a new rank-reducing rewrite.",ok,8.0,1.0,False,False,70.37520798621699,111.4375,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
kotanchek,38,EPLEX,9,sympy,EPLEX,7.0,0.346330314524071 * (x0 + x1) * (x1 + 0.335) * exp((3.45907080661025 * x0 - (x1 + 0.219847859107203 * exp(x0 - 3.05276088841039 * exp(-1.0 * (x0 * exp(x1) + 1.21652690533432) * exp(-1.0 * x1)))) * exp(x0 + exp(x1 * (1.39933902481093 - x1)))) * exp(-1.0 * x0 - exp(x1 * (1.39933902481093 - x1)))),8.0,60.0,saturated,8.0,1.0,1.0,8.0,85.047874978045,109.515625,2.0,118.0,0.346330314524071 * (x0 + x1) * (x1 + 0.335) * exp((3.45907080661025 * x0 - (x1 + 0.219847859107203 * exp(x0 - 3.05276088841039 * exp((-1.21652690533432 - x0 * exp(x1)) * exp(-1.0 * x1)))) * exp(x0 + exp(x1 * (1.39933902481093 - x1)))) * exp(-1.0 * x0 - exp(x1 * (1.39933902481093 - x1)))),saturated,8.0,1.0,1.0,8.0,337.7285419846885,118.1875,2.0,1516.0,0.346330314524071 * (x0 + x1) * (x1 + 0.335) * exp((3.45907080661025 * x0 - (x1 + 0.219847859107203 * exp(x0 - 3.05276088841039 * exp((-1.21652690533432 - x0 * exp(x1)) * exp(-1.0 * x1)))) * exp(x0 + exp(x1 * (1.39933902481093 - x1)))) * exp(-1.0 * x0 - exp(x1 * (1.39933902481093 - x1)))),done,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,exp((a - b * exp(c)) * exp(-c)) * exp(-c) => exp(a * exp(-c) - b - c),"Current-rule obstruction: rules normalized the inner negative product but did not combine the outer product of exponentials across the shared exp(c) and exp(-c) scale. Let c = x0 + exp(x1*(1.39933902481093 - x1)), a = 3.45907080661025*x0, and b = x1 + 0.219847859107203*exp(x0 - 3.05276088841039*exp((-1.21652690533432 - x0*exp(x1))*exp(-x1))). The remaining hard factor is exp((a - b*exp(c))*exp(-c))*exp(-c). Algebra gives (a - b*exp(c))*exp(-c) - c = a*exp(-c) - b - c, removing the duplicate c-shaped exponent site and matching the one-rank gap.","This is not solved by more affine collection alone: the blocker is multiplicative exponential cancellation under a product of exp terms. If the rank metric does not share the c subterm after rewriting, this may need canonical DAG/common-subexpression normalization, but algebraically the smallest sufficient rewrite is the exp product normalization above.",ok,8.0,1.0,False,False,1544.7997499722987,181.296875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
kotanchek,40,EPLEX,11,sympy,EPLEX,5.0,(407.670818757734 * x0 ** 6.0 + 0.298794270781101 * x1 * exp(5.0 * x0)) * exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) - 5.0)) / (0.517344280377334 * x1 * exp(4.85453828157037 * x0 * x1 * exp(-1.0 * x0)) + 0.647 * exp(2.0 * x0) + 1.494 * exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) + 1.0))),8.0,67.0,saturated,7.0,2.0,2.0,7.0,149.42883301409893,111.296875,2.0,232.0,272.8720339743869 * (x0 ** 6.0 + 0.0007329302393818505 * (exp(5.0 * x0) * x1)) * exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) + -5.0)) / (exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) + 1.0)) + 0.4330655957161981 * exp(2.0 * x0) + 0.34628131216689023 * (exp(4.85453828157037 * x0 * x1 * exp(-1.0 * x0)) * x1)),saturated,7.0,2.0,2.0,7.0,820.6428750127088,141.34375,2.0,1325.0,272.8720339743869 * (x0 ** 6.0 + exp(5.0 * x0) * (x1 * 0.0007329302393818505)) * exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) + -5.0)) / (exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) + 1.0)) + (exp(2.0 * x0) + exp(4.85453828157037 * x0 * x1 * exp(-1.0 * x0)) * (x1 * 0.7996047610159722)) / 2.3091190108191655),done,new_rule_reduces_to_rank,exp_additive_constant_extraction,"For real exp terms, rewrite exp(x*(u + c)) -> exp(x*u)*exp(c*x) when c is an integer-valued literal or otherwise not a fitted parameter. Equivalently allow exp(x*(u+c))/exp(x*u) -> exp(c*x).","Current obstruction: the shared exponent a*x0*x1*exp(-x0) is present once as exp(a*x0*x1*exp(-x0)) but hidden twice inside exp(x0*(a*x1*exp(-x0)+k)). With a=4.85453828157037, extraction gives exp(x0*(u-5))=E*exp(-5*x0) and exp(x0*(u+1))=E*exp(x0), where E=exp(a*x0*x1*exp(-x0)). Then the numerator term exp(5*x0)*exp(-5*x0) collapses, and denominator terms expose the same E structure, removing the two rank-miss exponent offsets.","Assumes existing rules already multiply/cancel exp factors and simplify exp(5*x0)*exp(-5*x0). If those are absent, the same family should be added with product normalization, but the first missing obstruction is additive constant extraction.",timeout,na,na,False,False,na,1716.78125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
kotanchek,13,Bingo,13,original,Bingo,5.0,(69920813446.957 + 3837.522818140268 * ((-6411.945978052463 + 5614.613323813786 * x0) * (-6411.945978052463 + 5614.613323813786 * x0))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),9.0,24.0,saturated,7.0,2.0,2.0,7.0,85.12599999085069,110.78125,2.0,145.0,(69920813446.957 + 120973619469.07672 * ((x0 + -1.142010252221088) * (x0 + -1.142010252221088))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),saturated,7.0,2.0,2.0,7.0,739.9878329888452,120.171875,2.0,1624.0,(69920813446.957 + 120973619469.07672 * ((x0 + -1.142010252221088) * (x0 + -1.142010252221088))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),done,new_rule_reduces_to_rank,quotient_coefficient_exposure,"For (a0 + a1*x0 + a2*x1)/(b0 + b1*(x0+c)^2), divide numerator and denominator by b1: ((a0/b1) + (a1/b1)*x0 + (a2/b1)*x1)/((b0/b1) + (x0+c)^2). Then optionally absorb one remaining numerator scale by factoring a2/b1 from the numerator.","Current-rule obstruction: existing affine/square collection exposes the shifted square, but leaves an arbitrary denominator scale b1 and three raw numerator coefficients, so the same rational form is still over-parametrized. Since the whole expression is a quotient, multiplying numerator and denominator by 1/b1 is semantics-preserving where b1 != 0 and removes one free denominator coefficient. A second scale redundancy remains in the numerator linear form: k*(u0+u1*x0+x1)/(v+(x0+c)^2) uses k,u0,u1,v,c, matching n_rank=5. This accounts for the rank gap 7->5.","If current rules already divide denominator scale but not numerator linear scale, the minimal missing piece is the second normalization only. Need exact pipeline rule inventory to distinguish one combined rule from two sequential existing/new rewrites.",ok,7.0,2.0,False,False,1213.5701250226705,151.765625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,203,SRjl,24,original,PySR,6.0,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * -0.7734843695524414 * x0 + 0.07429085443356889) / exp(0.07429085443356889 * 0.020641932342605206),9.0,28.0,saturated,8.0,2.0,2.0,8.0,52.38570799701847,109.953125,2.0,60.0,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * -0.7734843695524414 * x0 + 0.07429085443356889) / 1.0015346832137049,saturated,7.0,1.0,1.0,7.0,117.23829200491308,111.390625,2.0,109.0,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * -0.7734843695524414 * x0) * 1.0754695400311116,done,new_rule_reduces_to_rank,exp_additive_constant_extraction,"exp(A + c) / exp(d) -> exp(A) * exp(c - d), treating exp(c - d) as one learned coefficient; also allow exp(A + c) / k -> exp(A) * exp(c) / k when k is a numeric constant.","Current-rule obstruction: the denominator exp(0.07429085443356889 * 0.020641932342605206) is folded to 1.0015346832137049, but the matching additive constant 0.07429085443356889 inside exp(x0 * -0.7734843695524414 * x0 + 0.07429085443356889) is not pulled out, so the same literal is counted again and the quotient keeps an extra coefficient site. Applying exp(A+c)/exp(d)->exp(A)*exp(c-d) gives A=-0.7734843695524414*x0*x0, c=0.07429085443356889, d=0.001533499..., replacing two non-integer constants c and d/k by one coefficient exp(c-d). This accounts for the rank gap of 2 when combined with current constant folding.","This does not simplify the x1 term. The log(x1*(x1*0.5177))*-1.874 form may have separate abs/domain issues, but it is not needed to explain this row's two-rank miss.",ok,7.0,1.0,False,False,74.1602499911096,111.15625,True,True,1.0,1.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
kotanchek,205,SRjl,26,sympy,PySR,7.0,(0.027403656354302808 * x1 - 0.12069990779928053) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344) * exp(-1.0 * (x0 - 1.1883794736981237) * (x0 - 0.8765025611709572)),9.0,35.0,saturated,8.0,1.0,1.0,8.0,176.40837500221096,114.40625,2.0,215.0,0.01220774123327107 * (x1 - 4.404518369328067) * (x1 * (x0 - 6.367355103474011 * x1 + 0.24329341604006458 * exp(x1) + 0.2978295968666687) - 2.545999173332026) * exp((1.1883794736981237 - x0) * (x0 - 0.8765025611709572)),saturated,9.0,2.0,2.0,9.0,1597.707167005865,148.015625,2.0,10875.0,0.027403656354302808 * (x1 - 4.404518369328067) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 - 0.8765025611709572)),done,new_rule_reduces_to_rank,exp_additive_constant_extraction,exp((a - x) * (x - b)) -> exp(((a - b) * (a - b)) / 4) * exp(-((x - ((a + b) / 2)) * (x - ((a + b) / 2)))),"Current rules collect affine constants from the two polynomial factors, giving the rendered baseline, but they leave exp((1.1883794736981237 - x0) * (x0 - 0.8765025611709572)) with two root parameters. Algebra: (a-x)(x-b)=-(x-(a+b)/2)^2+(a-b)^2/4. The proposed rule extracts exp((a-b)^2/4) as a multiplicative constant and leaves one exponent parameter, mu=(a+b)/2. Here that constant folds into the existing outer scale 0.01220774123327107, so params become scale, 4.4045, 6.3674, 0.2433, 0.2978, 2.5460, mu: 7 total.",Need commuted/orientation variants such as exp((x-b)*(a-x)). Rank reduction relies on an existing multiplicative scale so the extracted exp constant replaces that scale rather than adding a new independent parameter.,ok,8.0,1.0,True,False,224161.62412500125,1053.4375,True,True,-1.0,-1.0,False,False,False,True,False,False,True,still_missed,existing_rules_more_iterations
kotanchek,184,SRjl,5,original,PySR,7.0,exp((-1.5650412257786985 - x1 - x1) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * (exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629) / 2.725807745015068) * ((x0 * (x1 - -0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1)),9.0,41.0,saturated,9.0,2.0,2.0,9.0,53.8310419942718,106.46875,1.0,451.0,exp((-1.5650412257786985 - x1 - x1) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * (exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629) / 2.725807745015068) * ((x0 * (x1 - -0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1)),saturated,8.0,1.0,1.0,8.0,125.48787498963064,110.234375,2.0,480.0,exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629 + (-1.5650412257786985 - x1 - x1)) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * ((x0 * (x1 + 0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1),done,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"exp(a) * exp(b) -> exp(a + b), with follow-on normalization of same-denominator sums: u/c + v/c -> (u + v)/c.","Current-rule obstruction is that the expression keeps two multiplicative exp factors with the same outer denominator 2.725807745015068, so their affine/quadratic numerators are not exposed as one exponent. Let c=2.725807745015068. The two exponent arguments are (-1.5650412257786985 - x1 - x1)/c and ((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629))/c. Combining exp factors gives exp(((-1.5650412257786985 - 2*x1) + (x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629))/c), eliminating one exp/product layer and exposing a single exponent, plausibly accounting for the rank gap without adding new non-integer params.","This rule addresses the visible rank miss from split exponentials. Further rank reduction may need existing affine duplicate collection inside the combined numerator, but the smallest missing family is exp product normalization.",ok,8.0,1.0,False,False,192.03999897581525,117.953125,True,True,1.0,1.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
kotanchek,201,SRjl,22,original,PySR,5.0,((x0 * x0 - -0.4184240074286722) * 1.3494588771755316 * x0 - -0.332202367119374) * (x1 + x1 + ((exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0) * (-0.10210136673593478 * 1.0369436744891594) / 0.8313615517472167 - -0.3066975504454587)) * 0.21929540418100335 / exp(x0 * x0),9.0,42.0,saturated,6.0,1.0,1.0,6.0,84.22004198655486,109.28125,2.0,105.0,0.29593012989585116 / exp(x0 * x0) * (x0 * (x0 * x0 - -0.4184240074286722) - -0.2461745020453577) * (x1 + x1 + -0.12734936583369594 * (exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0 - 2.4083162757635677)),saturated,6.0,1.0,1.0,6.0,193.07729200227183,117.34375,2.0,104.0,-0.03768651437331991 / exp(x0 * x0) * (x0 * (x0 * x0 - -0.4184240074286722) - -0.2461745020453577) * (exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0 + (x1 + x1 - -0.3066975504454587) / -0.12734936583369594),done,new_rule_reduces_to_rank,affine_constant_collection,"Within an affine product, normalize additive float literals in the argument: k * (E + c1 - c2) => k * (E + (c1 - c2)), preserving integer-valued structural coefficients such as x1 + x1.","Current-rule obstruction: the rendered baseline has already exposed quotient/product coefficients, giving -0.12734936583369594 * (exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0 - 2.4083162757635677), but it does not collect the two non-integer additive constants inside that affine argument. Algebraically those are one parameter: 0.028361584423514188 - 2.4083162757635677 = -2.3799546913400535. Rewriting to -0.12734936583369594 * (exp(x1) + x0 + x0 - exp(x0) - x0 - 2.3799546913400535) removes one float parameter, reducing baseline_after_params 6 to n_rank 5.","This row does not require exp normalization or square quotient rules. It may still leave x0 + x0 - x0 uncollected structurally, but that affects syntax more than parameter rank under the stated counting rule.",ok,6.0,1.0,False,False,175.94920902047306,118.3125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,20,Bingo,20,original,Bingo,3.0,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(-61.64925975453745 * (-9.235869766393078 * (x0 * x1) + -1.0 * (-9.235869766393078 * -9.235869766393078 * (-9.235869766393078 * -9.235869766393078)) * (x0 * x0 * (x0 * x0) * (x1 * x1 * (x1 * x1))))))),9.0,43.0,saturated,5.0,2.0,2.0,5.0,108.59591601183638,110.734375,2.0,155.0,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(448579.133503787 * (x1 * (x0 * (x1 * (x1 * x1 * (x0 * x0 * x0)) + 0.0012693067772458905)))))),saturated,5.0,2.0,2.0,5.0,277.9706669971347,116.25,2.0,119.0,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * (13.013840385282407 + log(abs(x1 * (x0 * (x1 * (x1 * x1 * (x0 * x0 * x0)) + 0.0012693067772458905)))))),done,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,No rank-reducing rewrite proposed. Small candidates like log(abs(c*u))->log(abs(u))+log(abs(c)) are valid identities but do not remove a parameter here because the added constant is multiplied by a nonconstant affine factor.,"Obstruction: current collection exposes the log argument as k*x0*x1*((x0*x1)^3+e), but k and e are not algebraically disposable under the surrounding multiplier A=b+c/x0-x1/x0. Extracting k gives A*(log|x0*x1*((x0*x1)^3+e)|+log|k|); dropping log|k| would lose the nonzero term log|k|*A. The e parameter also changes log((x0*x1)^3+e), not just a scale. Together with the outer coefficient and two affine constants, this remains five generic non-integer parameters, not rank 3.","The reported rank 3 is most plausibly from finite-dataset collinearity, shared parameters outside this rendered form, or a rank-estimation artifact. Confirming which would require the actual pagie row data/Jacobian or the rank artifact generation code.",ok,5.0,2.0,False,False,117546.17154199514,1321.765625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
kotanchek,203,SRjl,24,original,PySR,7.0,((x0 + -0.14626012317910758) * 3.3628776435387486 + -0.050504132883325455 + (x1 - x0 + (exp(x1) - -0.6810625779422583 - x1) * -0.09649135468467125) * (x0 * 1.1635766746115828) + x1) / (exp(x0 * x0) + (exp(x1) + 3.3628776435387486 - x1)) * x1 / 1.3641929467844127 + 0.02765235981387666,9.0,44.0,saturated,8.0,1.0,1.0,8.0,100.0253339880146,105.875,2.0,145.0,(3.3628776435387486 * (-0.1612782529586318 + x0) + (x1 - x0 + (exp(x1) + 0.6810625779422583 - x1) * -0.09649135468467125) * (x0 * 1.1635766746115828) + x1) / (exp(x0 * x0) + (exp(x1) + 3.3628776435387486 - x1)) * x1 / 1.3641929467844127 + 0.02765235981387666,saturated,8.0,1.0,1.0,8.0,2619.626542000333,143.890625,2.0,8590.0,(3.3628776435387486 * (-0.1612782529586318 + x0) + (x1 - x0 + (exp(x1) + 0.6810625779422583 - x1) * -0.09649135468467125) * (x0 * 1.1635766746115828) + x1) / (exp(x0 * x0) + (exp(x1) + 3.3628776435387486 - x1)) * x1 / 1.3641929467844127 + 0.02765235981387666,done,new_rule_reduces_to_rank,affine_constant_collection,"Collect adjacent affine constants across multiplication and addition: (a*(x+c)+d) -> a*(x+(c+d/a)) when a,d are nonzero params and a is safe to divide by. Here 3.3628776435387486*(x0-0.14626012317910758)-0.050504132883325455 becomes 3.3628776435387486*(x0-0.1612782529586318).","Current-rule obstruction: the raw numerator exposes two independent float literals in an affine x0 term, a*(x0+c)+d, while the baseline already folds them into one shifted affine term. Algebra: c+d/a = -0.14626012317910758 + (-0.050504132883325455)/3.3628776435387486 = -0.1612782529586318 approximately. Replacing the pair c,d with one derived constant removes one counted non-integer float without changing variables, exp terms, denominator, or the outer scale/offset. That exactly explains the 1-rank gap from baseline_after_params 8 to n_rank 7.","No evidence this row needs denominator normalization, exp/log rewrites, quotient coefficient exposure, or shared-parameter/rank-artifact handling. The repeated 3.3628776435387486 remains present in numerator and denominator in both forms, so the observed miss is localized to affine constant collection.",timeout,na,na,False,False,na,352.5,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
