dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason
pagie,132,Operon,13,original,Operon,12.0,41.0,8.0,9.0,1.0,-8.47672417876e-05 + 1.0000656843185425 * (exp(-1.8279364109039307 * x1 * (2.2386462688446045 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(0.0022635490167886 * x0 * (-443.17218017578125 * x0)))) - exp(exp(-1.6148645877838135 + exp(0.56938636302948 + 0.0016070556594059 * x1 * (-348.2632751464844 * x1))))),-8.47672417876e-05 + 1.0000656843185425 * (exp(-4.092103025955282 * (x1 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(-1.00314195270495 * (x0 * x0)))) - exp(exp(-1.6148645877838135 + exp(0.56938636302948 + -0.5596784672873918 * (x1 * x1))))),ok,9.0,ok,9.0,ok,9.0,53.11166701721959,110.75,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,204,SRjl,25,original,PySR,12.0,41.0,5.0,7.0,2.0,x1 / 0.6289404449426587 / x1 + exp(x1 * (x0 - x0 - x1 * 0.7129831793049115) - -0.09328282342059575) * 1.950745841766394 / -1.9881017574797382 - (log((x0 * x0 - -0.012659920175938618) * 0.74536250005349) * 1.1684223581358428 + -0.06564012561915462) / 0.44888855366171493 * -0.06798257267019443 + 0.026976315382705767,0.17695340463350415 * (-0.19761433110752527 + log(x0 * x0 + 0.012659920175938618)) + (x1 / 0.6289404449426587 / x1 + exp(x1 * (-0.7129831793049115 * x1) + 0.09328282342059575) * -0.9812102596998359),ok,7.0,timeout,na,ok,7.0,4622.703875997104,249.421875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,141,Operon,22,original,Operon,12.0,42.0,7.0,8.0,1.0,0.0059260418638587 + 0.996351420879364 * (1.9877398014068604 + -0.0255243461579084 * x1 * (39.26935958862305 * x1) * exp(-0.0006980864563957 * x1 * (4245.99462890625 * x1)) - exp(-0.0209862142801285 * x1 * (38.793426513671875 * x1)) - exp(exp(-2.641693592071533) + 0.0101619474589825 * x0 * (-75.68024444580078 * x0))),0.0059260418638587 + 0.996351420879364 * (1.9877398014068604 + -1.002324727539394 * (x1 * x1) * exp(-2.9640713443683393 * (x1 * x1)) - exp(-0.8141271614763362 * (x1 * x1)) - exp(0.07124051495942774 + -0.7690586677411797 * (x0 * x0))),ok,8.0,ok,8.0,ok,8.0,64.48987498879433,111.015625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,126,Operon,7,original,Operon,12.0,45.0,10.0,11.0,1.0,-1.24719463201e-05 + 0.9946426749229431 * (exp(exp(exp(1.1653105020523071 * x1 - exp(0.4197142422199249 * x1))) - 0.9311969876289368 * x0 * (1.0738922357559204 * x0) - (-1.9999958276748657 * x0 - -5.503303527832031)) * (exp(0.2837287485599518 * x1) - (-2.8964312076568604 - (-0.2071333527565002 * x1 - exp(-0.633906364440918 * x1))))),-1.24719463201e-05 + 0.9946426749229431 * (exp(x0 * (1.9999958276748657 + -1.000005214974017 * x0) + exp(exp(1.1653105020523071 * x1 - exp(0.4197142422199249 * x1))) + -5.503303527832031) * (exp(0.2837287485599518 * x1) - (-2.8964312076568604 - (-0.2071333527565002 * x1 - exp(-0.633906364440918 * x1))))),ok,11.0,ok,11.0,ok,11.0,167.7011669962667,111.140625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,132,Operon,13,original,Operon,12.0,45.0,10.0,11.0,1.0,0.0036648171953857 + 0.9917431473731995 * (0.7433260083198547 * x1 / (exp(exp(0.5352578163146973 * x0)) * (exp(2.5961806774139404 * x1) - (1.9263886213302612 - 297.547607421875 * x1)) * exp(-1.0667701959609985 * x1)) / exp(exp(-0.1313982456922531 * x0) * (-6.930891990661621 * x0) - (-4.3688435554504395 * x0 + 3.746926784515381))),0.0036648171953857 + 0.7371884750154898 * x1 / (exp(exp(0.5352578163146973 * x0)) * (exp(2.5961806774139404 * x1) + -1.9263886213302612 + 297.547607421875 * x1) * exp(-1.0667701959609985 * x1)) / exp(x0 * (exp(-0.1313982456922531 * x0) * -6.930891990661621 + 4.3688435554504395) + -3.746926784515381),ok,11.0,ok,11.0,ok,11.0,105.01291701802984,111.25,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,148,Operon,29,original,Operon,12.0,45.0,9.0,11.0,2.0,-4.38776442024e-05 + 1.0001060962677002 * (exp(-0.3045227825641632 * x1 * exp(0.5642136931419373 * x1) - (4.026041030883789 + -1.999995470046997 * x0) - -0.6665219664573669 * x0 * (-1.5003671646118164 * x0)) * (exp(exp(0.6489872336387634 * x1)) - exp(1.314170479774475 * x1) * (-0.18602055311203 * exp(1.530164122581482 * x1)))),-4.38776442024e-05 + 1.0001060962677002 * (exp(x0 * (-1.0000276729651318 * x0 + 1.999995470046997) + (-0.3045227825641632 * x1 * exp(0.5642136931419373 * x1) + -4.026041030883789)) * (exp(exp(0.6489872336387634 * x1)) + 0.18602055311203 * (exp(1.314170479774475 * x1) * exp(1.530164122581482 * x1)))),ok,11.0,timeout,na,ok,11.0,50298.89891698258,451.375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,180,SRjl,1,original,PySR,12.0,46.0,5.0,7.0,2.0,(exp(-5.8345976856156 / (x1 / 0.24351267979731375 * (x1 + x1))) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + (exp(x1) + x1) * -0.008401864666152042 * x1 / 0.9570866462661449 * -0.008401864666152042 + 0.2591798019283134) + 1.310080342754076) * 1.059245011980159 - 0.12992279845402313 + 0.020457225936674983,1.059245011980159 * (0.9475575264341134 + (exp(-5.8345976856156 / (x1 / 0.24351267979731375 * (x1 + x1))) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + x1 * 7.375646723703661e-05 * (exp(x1) + x1)))),ok,7.0,ok,7.0,ok,7.0,659.2598329880275,133.078125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,139,Operon,20,sympy,Operon,12.0,52.0,10.0,11.0,1.0,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp(-1.0 * x1 * (0.3277454376220703 * (-0.0070227989926934 * x0 + 1.1790944337844849 * x1 - 5.176636219024658) * exp(0.5296585344393987 * x1 ** 2.0) + 1.0949771404266357) * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp((0.002301690329192133 * (737.1186651377163 + x0 + -167.89522738885566 * x1) * exp(0.5296585344393987 * x1 ** 2.0) + -1.0949771404266357) * x1 * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426,ok,11.0,memory_limit,na,ok,11.0,14422.586458007572,606.109375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,186,SRjl,7,original,PySR,13.0,28.0,6.0,7.0,1.0,(x0 / (x0 + 0.8817700163671683 / x0) - (exp((x1 + -0.006745099328406078) * x1 / (-1.0929198704556542 + -0.20377442900422535) + 1.9637732651325928) + 0.5337258433636446 - log(0.09179368868960286 * -0.5419230783861191 - -2.51396743655339 + -1.1941708691287212)) * 0.12938791808599362 - -0.811494895888587) * 1.1730088067679376,(-0.12938791808599362 * (-5.977129644752898 + exp((x1 + -0.006745099328406078) * (x1 / -1.2966942994598796) + 1.9637732651325928)) + x0 / (x0 + 0.8817700163671683 / x0)) * 1.1730088067679376,ok,7.0,ok,7.0,ok,7.0,48.28758200164884,110.0,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,58,EPLEX,29,original,EPLEX,13.0,41.0,8.0,10.0,2.0,(0.439 + (0.792 - exp(x1 * (x0 - x1 * (x0 - x1 * (0.087 - x1 * (x0 + 0.792)) * (0.724 * (0.1 * -0.617)))) * 0.158 - x1 * 0.391))) * exp(-0.272 - (x0 - -1.139 * -0.787) * (x0 - 0.996)),(0.439 + (0.792 - exp(x1 * (0.158 * (x0 - x1 * (x0 + 0.044670800000000004 * (x1 * (0.087 - x1 * (x0 + 0.792))))) + -0.391)))) * exp(-0.272 - (x0 + -0.896393) * (x0 + -0.996)),ok,10.0,ok,10.0,ok,10.0,56.921042007161304,110.609375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,198,SRjl,19,original,PySR,13.0,42.0,6.0,9.0,3.0,exp(1.6192610045238203 - x1 * (x1 * 0.7535182129829733)) * -0.21285687998099873 + (((log(x0 * 1.5235906172795304 * x0 + 0.06448297969903283) - 0.12681544318708607) / 0.08854432768601415 / 0.17256272348446586 + 2.129974383942787 / 0.683782127547919 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036 + 1.566387478855351) + -0.0983545993932211,1.4680328794621298 + ((0.34184968679845384 + log(x0 * x0 + 0.042323035445158724)) / 0.08854432768601415 / 0.17256272348446586 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036 + exp(1.6192610045238203 + -0.7535182129829733 * (x1 * x1)) * -0.21285687998099873,ok,9.0,ok,9.0,ok,9.0,85.50529103376903,111.484375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,139,Operon,20,original,Operon,13.0,45.0,10.0,11.0,1.0,0.000488817866426 + 0.998822033405304 * (exp((-5.176636219024658 - 0.0070227989926934 * x0 + 1.1790944337844849 * x1) * (-0.3277454376220703 * x1) + exp(6.331946849822998 * x1 * (-0.083648607134819 * x1)) * (-1.0949771404266357 * x1)) / (6.302425861358643 / (0.0139735620468855 + exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0))))),0.000488817866426 + exp(x1 * (-0.002301690329192133 * (-737.1186651377163 - x0 + 167.89522738885566 * x1) + exp(-0.5296585344393987 * (x1 * x1)) * -1.0949771404266357)) * (0.998822033405304 / (6.302425861358643 / (0.0139735620468855 + exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0))))),timeout,na,memory_limit,na,ok,11.0,47333.04870699067,1032.171875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,199,SRjl,20,original,PySR,13.0,45.0,9.0,12.0,3.0,((x1 / 0.24020217062010246 - exp((0.3439885741666508 - (x1 - 0.9074669493168073) * (x1 - 0.9074669493168073)) / 0.5265567407010389) - (exp(x1 + -1.310249982230761) - 1.9459994320156533)) * (exp(x0 - -0.2675077718636208) + x0) / (exp(x0 * x0) / 1.351714069625226 + 2.611734354409015) - -0.2675077718636208 + -0.13108935473065172) * 0.07960520452659406,(0.13641841713296907 + (x1 / 0.24020217062010246 - exp((0.3439885741666508 - (x1 + -0.9074669493168073) * (x1 + -0.9074669493168073)) / 0.5265567407010389) - (exp(x1 + -1.310249982230761) + -1.9459994320156533)) * ((exp(x0 + 0.2675077718636208) + x0) / (exp(x0 * x0) / 1.351714069625226 + 2.611734354409015))) * 0.07960520452659406,ok,12.0,ok,12.0,ok,12.0,44.41274897544645,110.34375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,136,Operon,17,original,Operon,13.0,45.0,8.0,9.0,1.0,0.0005329695995897 + 0.9996598958969116 * (2.9738872051239014 + exp(100.48599243164062 * x1 * (-0.0308157186955214 * x1)) - (0.7702111005783081 * x0 * (1.5427883863449097 * x0) + 1.0054689645767212) * exp(-1.7126119136810303 * x0 * (0.8499408960342407 * x0)) - exp(exp(100.99022674560547 * x1 * (-0.0091333612799644 * x1) + 0.0902468413114548))),0.0005329695995897 + 0.9996598958969116 * (2.9738872051239014 + exp(-3.09654807561373 * (x1 * x1)) + -1.1882727410061449 * (exp(-1.4556189044729706 * (x0 * x0)) * (x0 * x0 + 0.8461600858783999)) - exp(exp(-0.9223802266131381 * (x1 * x1) + 0.0902468413114548))),ok,9.0,ok,9.0,ok,9.0,80.52220800891519,111.078125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,142,Operon,23,original,Operon,13.0,45.0,8.0,9.0,1.0,0.0007810645620339 + 0.9995014071464539 * ((-1.0057448148727417 + 0.7655488848686218 * x0 * (-1.5458080768585205 * x0)) * exp(0.4586827158927917 * x0 * (-3.168611526489258 * x0)) + (2.974963665008545 + exp(-0.3110347986221313 + 3.010924816131592 * x1 * (-1.1550782918930054 * x1))) - exp(exp(23.08673095703125 * x1 * (-0.0377156287431717 * x1)))),0.0007810645620339 + 0.9995014071464539 * ((-1.0057448148727417 + -1.1833916494599492 * (x0 * x0)) * exp(-1.4533873405792972 * (x0 * x0)) + (2.974963665008545 + exp(-0.3110347986221313 + -3.4778538936355403 * (x1 * x1))) - exp(exp(-0.8707305736688796 * (x1 * x1)))),ok,9.0,ok,9.0,ok,9.0,71.39487500535324,111.234375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,142,Operon,23,sympy,Operon,13.0,57.0,10.0,12.0,2.0,(((0.7031795338484663 * x0 - 0.9845173385649346) * exp(0.6076733469963074 * x0) + 0.9979702830314636) * exp((1.0 - exp(5.147175133228302 * x0)) * exp(-4.456360340118408 * x0) + exp(exp(-1.0 * (0.0385530032217503 * x1 - 0.065433643758297) * (5.2765936851501465 * x1 - 17.429645538330078)))) + 0.0008338154293597 * exp(0.6076733469963074 * x0)) * exp(-0.6076733469963074 * x0),((0.7031795338484663 * (x0 + -1.4000938468398256) * exp(0.6076733469963074 * x0) + 0.9979702830314636) * exp((1.0 - exp(5.147175133228302 * x0)) * exp(-4.456360340118408 * x0) + exp(exp(-0.2034285333434609 * ((x1 + -3.3032002421149307) * (x1 + -1.697238562244654))))) + 0.0008338154293597 * exp(0.6076733469963074 * x0)) * exp(-0.6076733469963074 * x0),ok,12.0,ok,12.0,ok,12.0,85.23008303018287,111.59375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,148,Operon,29,sympy,Operon,13.0,58.0,9.0,13.0,4.0,(0.003319858720533827 * exp(2.844334602355957 * x1) - 4.38776442024e-05 * exp(1.0000276729651318 * x0 ** 2.0 - 1.999995470046997 * x0 + 0.3045227825641632 * x1 * exp(0.5642136931419373 * x1)) + 0.017846730724074653 * exp(exp(0.6489872336387634 * x1))) * exp(-1.0000276729651318 * x0 ** 2.0 + 1.999995470046997 * x0 - 0.3045227825641632 * x1 * exp(0.5642136931419373 * x1)),-4.38776442024e-05 * (exp(1.0000276729651318 * (x0 ** 2.0 + -1.9999401257736307 * x0) + 0.3045227825641632 * x1 * exp(0.5642136931419373 * x1)) + -406.73858062549493 * (exp(exp(0.6489872336387634 * x1)) + 0.18602055311203 * exp(2.844334602355957 * x1))) * exp(-1.0000276729651318 * (x0 ** 2.0 + -1.9999401257736307 * x0 + 0.3045143557490144 * (exp(0.5642136931419373 * x1) * x1))),ok,13.0,ok,13.0,ok,13.0,74.36537503963336,111.4375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,126,Operon,7,sympy,Operon,13.0,59.0,10.0,12.0,2.0,(((-0.000839194771067583 * x1 + 0.004051470996339809 * exp(0.2837287485599518 * x1) + 0.011734807030715255) * exp(0.633906364440918 * x1) - 0.004051470996339809) * exp(-1.000005214974017 * x0 ** 2.0 + 1.9999958276748657 * x0 + exp(exp(1.1653105020523071 * x1 - exp(0.4197142422199249 * x1)))) - 1.24719463201e-05 * exp(0.633906364440918 * x1)) * exp(-0.633906364440918 * x1),(0.004051470996339809 * (exp(0.633906364440918 * x1) * (exp(0.2837287485599518 * x1) + -0.2071333527565002 * x1 + 2.89643120765686) - 1.0) * exp(-1.000005214974017 * x0 ** 2.0 + 1.9999958276748657 * x0 + exp(exp(1.1653105020523071 * x1 - exp(0.4197142422199249 * x1)))) - 1.24719463201e-05 * exp(0.633906364440918 * x1)) * exp(-0.633906364440918 * x1),ok,12.0,ok,12.0,ok,12.0,70.69712498923764,111.3125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,143,Operon,24,sympy,Operon,13.0,61.0,10.0,13.0,3.0,(0.9998849630355835 * (exp(0.0044344896450639 * x1) - 0.9905131459236145) * (exp(0.2363450229167938 * x1 + exp(exp(1.167383074760437 * x1 - exp(0.4206682443618774 * x1)))) + 1.0) * exp(1.9999943971633911 * x0 - 0.0865126922726631 * x1) + 1.09874044938e-05 * exp(1.0000055860600643 * x0 ** 2.0 + 0.2363450229167938 * x1)) * exp(-1.0000055860600643 * x0 ** 2.0 - 0.2363450229167938 * x1),(0.9998849630355835 * (exp(0.0044344896450639 * x1) + -0.9905131459236145) * (exp(0.2363450229167938 * x1 + exp(exp(1.167383074760437 * x1 - exp(0.4206682443618774 * x1)))) + 1.0) * exp(1.9999943971633911 * x0 + -0.0865126922726631 * x1) + 1.09874044938e-05 * exp(1.0000055860600643 * x0 ** 2.0 + 0.2363450229167938 * x1)) * exp(-1.0000055860600643 * (x0 ** 2.0 + 0.23634370268667476 * x1)),ok,13.0,ok,13.0,ok,13.0,66.51504099136218,111.140625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,194,SRjl,15,original,PySR,14.0,41.0,6.0,9.0,3.0,1.788009330096379 - (-2.2503876132785843 - ((exp((-1.670436101265653 - x0 * (x0 / -1.2316560639370748)) / -1.0062684513593303) + x1 * (x1 * 0.06168833043012687)) * (0.9098927050263376 + -0.019280815069499645) + -0.044581091965639544 - log(x1 * (x1 * 0.9098927050263376 + x1) / 0.5764705642189857 - -0.14932904212121909)) + 0.06168833043012687) * -0.23286325831953894,-0.23286325831953894 * (0.8906118899568379 * (-6.832469786498635 + (exp((-1.670436101265653 - x0 * (x0 / -1.2316560639370748)) / -1.0062684513593303) + x1 * (x1 * 0.06168833043012687))) - log(x1 * (x1 * 0.9098927050263376 + x1) - -0.08608379716589984)),ok,9.0,ok,9.0,ok,9.0,1293.2660420192406,172.796875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,192,SRjl,13,original,PySR,14.0,44.0,7.0,10.0,3.0,(exp(-0.7138528763883562 / (x0 * x0) + 0.6575814106270943) - 0.5583647924168882 + 2.5240588769642627 - (exp(x1 * x1 * (-0.7420809685476653 * 1.0343924978284673) + 2.722416367428707) / 0.4579119827966314 - (1.7325139467565818 - exp(x0 * (0.06237773186828809 * x0 - x0))) * 1.1857194316753739) * 0.06237773186828809) / 1.8907855438451246 + -0.0595161601319482,(1.8531617893447152 + exp(-0.7138528763883562 / (x0 * x0) + 0.6575814106270943) + (exp(x1 * x1 * -0.7676029866469878 + 2.722416367428707) + -0.5429551359989654 * (1.7325139467565818 - exp(x0 * (0.06237773186828809 * x0 - x0)))) * -0.13622209990515008) / 1.8907855438451246,ok,10.0,ok,10.0,ok,10.0,171.95612503564917,112.140625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,147,Operon,28,sympy,Operon,14.0,60.0,11.0,13.0,2.0,(0.9966097474098206 * (6.23191444902e-05 * x0 + exp(0.557811975479126 * x0 - exp(0.7266396284103394 * x0))) * (0.0229831431061029 * x1 - 0.0988849624991417) * (0.6963179111480713 * x1 - exp(0.258116751909256 * x1)) * (4.507496356964111 * x0 * exp(2.2596077919006348 * x0) + 1.0) * exp(1.8929998874664307 * x1) + 0.0014168095076457 * exp(2.2596077919006348 * x0)) * exp(-2.2596077919006348 * x0),(exp(1.8929998874664307 * x1) * (0.6963179111480713 * x1 - exp(0.258116751909256 * x1)) * (0.10324521574424408 * ((x1 + -4.302499533794574) * (exp(2.2596077919006348 * x0) * x0 + 0.22185264741367866)) * (6.23191444902e-05 * x0 + exp(0.557811975479126 * x0 - exp(0.7266396284103394 * x0)))) + 0.0014168095076457 * exp(2.2596077919006348 * x0)) * exp(-2.2596077919006348 * x0),ok,13.0,ok,13.0,ok,13.0,886.0750420135446,155.265625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,207,SRjl,28,original,PySR,15.0,44.0,8.0,11.0,3.0,(exp((x0 * x0 + -2.070416508854408) / -0.9127225021280265) / 0.7930212050599668 - (log(x1 * x1 + 0.02967420957975699) / 0.46744204530835465 * 1.2241357889443603 + (log(x0 * (x0 + 0.3151710038411712) / 1.6798225411910184 - -0.9127225021280265 + 5.0619692568130095) - log(0.6164048461557962)) / 0.4484206592623279 + 1.8030230409940051)) * -0.07504166558781589 + 0.8440482123056166,(exp((x0 * x0 + -2.070416508854408) / -0.9127225021280265) / 0.7930212050599668 - ((0.773675936651504 + log(10.036421893337366 + x0 * (x0 + 0.3151710038411712))) / 0.4484206592623279 + log(x1 * x1 + 0.02967420957975699) * 2.6187969208821213)) * -0.07504166558781589 + 0.8440482123056166,ok,11.0,ok,11.0,ok,11.0,175.48133301897906,112.1875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,140,Operon,21,sympy,Operon,15.0,59.0,8.0,13.0,5.0,(-0.0023628981673482624 * x1 + 3.54178737325e-05 * exp(1.6172654628753662 * x0 * (0.6182689070701599 * x0 - 1.236541986465454) - 0.3036648035049438 * x1 * exp(x1 * (1.0879286389089486 - 0.29414598863525043 * x1))) + 0.05424135756401594) * exp(-1.6172654628753662 * x0 * (0.6182689070701599 * x0 - 1.236541986465454) + 0.3036648035049438 * x1 * exp(x1 * (1.0879286389089486 - 0.29414598863525043 * x1))),3.54178737325e-05 * (exp(0.999904950174269 * ((x0 - 2.0000067483987736) * x0) - 0.3036648035049438 * x1 * exp(x1 * (-0.29414598863525043 * (x1 + -3.6986009700714013)))) + -66.71485095899558 * x1 + 1531.4684888676197) * exp(-0.999904950174269 * ((x0 - 2.0000067483987736) * x0 - 0.30369366953530874 * (exp(x1 * (-0.29414598863525043 * (x1 + -3.6986009700714013))) * x1))),ok,13.0,ok,13.0,ok,13.0,90.06295801373199,112.21875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,127,Operon,8,sympy,Operon,15.0,64.0,9.0,12.0,3.0,(-1.038265585899353 * (0.000710901323037583 * x0 ** 2.0 + 3.25083929056e-05 * x1) * (5.336468696594238 * x1 - 22.95830535888672) * (2.6853957176208496 * x1 * exp(3.0556442737579346 * x1) + 1.0) * (43.75576023664235 * x0 * x1 + 68.11995697021484 * x0 + 50.261714935302734) - 0.014807790517807 * exp(2.7948594093322754 * x0 + 3.0556442737579346 * x1)) * exp(-2.7948594093322754 * x0 - 3.0556442737579346 * x1),(-0.462823363162871 * ((x1 - 4.302153102395002) * (x0 ** 2.0 + 0.0457284180689046 * x1) * (exp(3.0556442737579346 * x1) * x1 + 0.37238459622105863) * (x0 * (x1 + 1.556822612652704) + 1.1486879593332286)) - 0.014807790517807 * exp(2.7948594093322754 * (x0 - -1.0933087594871056 * x1))) * exp(-2.7948594093322754 * (x0 - -1.0933087594871056 * x1)),ok,12.0,ok,12.0,ok,12.0,3876.6948329866864,286.890625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,132,Operon,13,sympy,Operon,15.0,64.0,10.0,15.0,5.0,(31.249866299263655 * x1 * exp(x0 * (6.930891990661621 - 4.3688435554504395 * exp(0.1313982456922531 * x0)) * exp(-0.1313982456922531 * x0) + 1.0667701959609985 * x1) + (1.0904575881255614 * x1 + 0.0036648171953857 * exp(2.5961806774139404 * x1) - 0.007059862144446493) * exp(exp(0.5352578163146973 * x0))) * exp(-1.0 * exp(0.5352578163146973 * x0)) / (297.547607421875 * x1 + exp(2.5961806774139404 * x1) - 1.9263886213302612),(31.249866299263655 * x1 * exp(x0 * (6.930891990661621 + -4.3688435554504395 * exp(0.1313982456922531 * x0)) * exp(-0.1313982456922531 * x0) + 1.0667701959609985 * x1) + (1.0904575881255614 * x1 + 0.0036648171953857 * exp(2.5961806774139404 * x1) + -0.007059862144446493) * exp(exp(0.5352578163146973 * x0))) * (exp(-1.0 * exp(0.5352578163146973 * x0)) / (297.547607421875 * x1 + exp(2.5961806774139404 * x1) + -1.9263886213302612)),ok,15.0,ok,15.0,ok,15.0,119.77175099309534,112.25,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
