dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason,agent_status,agent_id,conclusion_kind,new_rule_family,proposed_rule,proof_summary,domain_notes,remaining_gap_notes
pagie,55,EPLEX,26,sympy,EPLEX,7.0,63.0,5.0,6.0,1.0,log(abs(log(abs(-0.876)))) / log(abs(exp(2.0 * log(abs(0.607)) - 2.0 * exp(6.0 * log(abs(-0.826)) + 3.0 * exp(log(abs(0.559)) * exp(log(abs(x1 ** 2.0)))) - 2.44919517166754 * exp(-1.0 * exp(-2.0 * (log(abs(-1.123)) + 0.336219914133616) ** 3.0 - 2.0 * log(abs(x0 ** 2.0)))))))),-2.0220093000996027 / log(abs(exp(-0.9984529758452776 - 2.0 * exp(-1.1469630327669542 + 3.0 * exp(-0.5816058058270378 * exp(log(abs(x1 ** 2.0)))) - 2.44919517166754 * exp(-1.0 * exp(-0.18496503345507379 - 2.0 * log(abs(x0 ** 2.0)))))))),ok,6.0,ok,6.0,ok,6.0,67.47208398883231,111.03125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab68-4115-7b31-afc4-2123d082abc8,new_rule_partial_reduction,exp_additive_constant_extraction,exp(c + u) -> exp(c) * exp(u) when c is a numeric constant and u contains variables; expose constant additive offset inside exp arguments before parameterization.,"Baseline has variable-dependent exp nodes whose arguments mix numeric offset with variable term. In the innermost x0 branch, -1.0*exp(-0.18496503345507379 - 2.0*log(abs(x0**2))) contains a non-integer float inside additive exp argument. Pulling that constant out gives a parameterized scale factor multiplying variable-only exp term, reducing the exposed mixed affine-in-exp structure by one, but larger denominator still has nested exp terms and outer constants.","exp(c+u)=exp(c)*exp(u) is domain-safe for finite real c,u. Surrounding log(abs(exp(...))) remains positive. May change overflow/underflow numerically, so use symbolic canonicalization.",Partial only. Additional normalization may be needed to fully match rank 5; this is the smallest visible rank-reducing obstruction.
pagie,59,EPLEX,30,sympy,EPLEX,7.0,89.0,6.0,7.0,1.0,exp(log(abs(log(abs(log(abs(-13.1752305665349 * x0 * x1 * (exp(log(abs(log(abs(-0.829187396351575 * x0 * x1)) + 0.01646))) + 1.224793743616) * exp(-1.0 * log(abs(log(abs(log(abs(log(abs(log(abs(0.0547887931034483 * log(abs(log(abs(0.59691 / x0)))) * exp(log(abs(log(abs(log(abs(-1.58166591955662 * x1))))))) / (x0 * x1))))))))))))))))))),exp(log(abs(log(abs(log(abs(-13.1752305665349 * x0 * x1 * (exp(log(abs(log(abs(-0.829187396351575 * x0 * x1)) + 0.01646))) + 1.224793743616) * exp(-1.0 * log(abs(log(abs(log(abs(log(abs(log(abs(exp(log(abs(log(abs(log(abs(-1.58166591955662 * x1))))))) * (log(abs(log(abs(0.59691 / x0)))) * (0.0547887931034483 / (x0 * x1))))))))))))))))))))),ok,7.0,ok,7.0,ok,7.0,95.60479200445116,111.046875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab68-415a-7522-ae0c-a0127fa68414,new_rule_reduces_to_rank,log_abs_scale_extraction,"For finite a != 0 and b, rewrite log(abs(a*y)) + b -> log(abs((a*exp(b))*y)); include b + log(abs(a*y)) and left-associated product variants.","Current rules split log(a*y) only outside abs and for positive a, so log(abs(-0.829187396351575*x0*x1)) + 0.01646 remains two floats. The rule rewrites it to log(abs(-0.8429487662722076*x0*x1)), since -0.8429487662722076 = -0.829187396351575*exp(0.01646). This drops counted floats from seven to six, matching n_rank=6.","Valid when a != 0, b finite, exp(b) finite, and y != 0. abs handles negative a and preserves zero/outer-log singularities.",No remaining gap. Split form would also expose relation but needs constant/addition collection; direct absorption is smallest.
pagie,15,Bingo,16,original,Bingo,8.0,47.0,7.0,8.0,1.0,-0.0016724665952508537 * (292.42415431458545 + x1 + -1.0 * (-314.9892428270721) ** (-1.0) * (x0 ** (-1.0) * x1 ** (-1.0) * ((39.54832653926522 + x1) * log(abs(-314.9892428270721 * (x0 * x1))))) + -240.49898207944213 * log(abs(-314.9892428270721 * (x0 * (x1 * log(abs(-314.9892428270721 * (x0 * x1))) ** (-1.0)))))),-0.0016724665952508537 * (292.42415431458545 + x1 + 0.0031747115902272137 * (x0 ** (-1.0) * x1 ** (-1.0) * ((39.54832653926522 + x1) * log(abs(-314.9892428270721 * (x0 * x1))))) + -240.49898207944213 * log(abs(-314.9892428270721 * (x0 * (x1 * log(abs(-314.9892428270721 * (x0 * x1))) ** (-1.0)))))),ok,8.0,ok,8.0,ok,8.0,106.2961669813376,111.953125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab7a-d875-7773-b5fd-4c93298a4e7b,new_rule_reduces_to_rank,log_abs_scale_extraction,"log(abs(k * u)) => log(abs(u)) + log(abs(k)) for nonzero scalar parameter k, with the extracted log(abs(k)) treated as a scalar constant and then collected into surrounding affine constants.","Let k=-314.9892428270721 and L=log(abs(k*(x0*x1))). Current rules expose (-1)*k^-1 as 0.0031747115902272137, but they leave k embedded inside each log(abs(k*...)). Expanding log(abs(k*u)) gives log(abs(u))+log(abs(k)). In the first L occurrence this adds only a scalar multiple of x0^-1*x1^-1*(39.54832653926522+x1), and in the nested quotient log it converts log(abs(k*x0*(x1*L)^-1)) to log(abs(x0*(x1*L)^-1))+log(abs(k)). The final extracted scalar is multiplied by -240.49898207944213 and absorbed into the affine constant 292.42415431458545, eliminating one independent float parameter from the rendered form.","Valid where k!=0 and log arguments are nonzero. abs makes the scale split real-valued: abs(k*u)=abs(k)*abs(u). Integer literals -1 and powers -1 are structural, not params; k and non-integer coefficients/constants are params.","This assumes the rank target counted the log scale as removable rather than requiring a separate learned constant for log(abs(k)). If current rules already have this identity but lack enough saturation iterations, then classify as existing_rules_more_iterations; the visible obstruction is the unextracted scalar inside log(abs(k*...))."
pagie,5,Bingo,6,original,Bingo,8.0,53.0,5.0,8.0,3.0,0.2033733319566922 + 0.0885895005060784 * log(abs((520439.72713022487 * (x0 * x0 * (28890.10432966032 + x0) ** (-1.0)) + -165.43872587343168 * (x0 * x0 * (x1 * x1)) - x1) * (520439.72713022487 * (x0 * x0 * (28890.10432966032 + x0) ** (-1.0)) + -165.43872587343168 * (x0 * x0 * (x1 * x1)) - x1))),0.2033733319566922 + 0.0885895005060784 * log(abs((x0 * x0 * (520439.72713022487 * (28890.10432966032 + x0) ** (-1.0) + -165.43872587343168 * (x1 * x1)) - x1) * (x0 * x0 * (520439.72713022487 * (28890.10432966032 + x0) ** (-1.0) + -165.43872587343168 * (x1 * x1)) - x1))),ok,8.0,ok,8.0,ok,8.0,63.4559580066707,110.546875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab7a-d929-7ad2-a048-5efc4f67526a,new_rule_reduces_to_rank,log_abs_scale_extraction,log(abs(t * t)) => 2 * log(abs(t)),"Current rules factor the duplicated affine-like inner term enough to render log(abs(t * t)), but stop before using the square inside abs/log. Let t = x0*x0*(520439.72713022487*(28890.10432966032+x0)^(-1.0)+-165.43872587343168*(x1*x1))-x1. Since abs(t*t)=abs(t)^2 and log(abs(t)^2)=2*log(abs(t)) where t != 0, the expression becomes 0.2033733319566922 + (2*0.0885895005060784)*log(abs(t)). That removes one duplicated structural occurrence and folds the outside coefficient, matching the observed 3-rank gap source more directly than broader factoring rules.","Valid on the original expression domain where t != 0 and log(abs(t*t)) is defined. The rewrite preserves real-valued semantics there; at t=0 both sides are undefined or non-finite, so no finite-domain behavior is lost.","After the rewrite, coefficient collection may expose 0.1771790010121568 as a single param coefficient. Remaining rank differences, if any, would likely come from current rank accounting for the reciprocal power -1.0 or the unfactored rational-like x0*x0/(28890.10432966032+x0), not from the duplicated log argument."
pagie,55,EPLEX,26,original,EPLEX,8.0,56.0,5.0,6.0,1.0,log(abs(log(abs(-0.876)))) / log(abs(exp(log(abs(0.607)) - (exp(log(abs(-0.826)) - exp(-0.896 - exp(((-0.697 - -1.0 * 0.118 ** 3.0) ** 3.0 - log(abs(-1.123))) ** 3.0 - log(abs(x0 ** 2.0))) ** 2.0)) ** 2.0 * exp(exp(log(abs(0.559)) * exp(log(abs(x1 ** 2.0)))))) ** 3.0) ** 2.0)),-2.0220093000996027 / log(abs(exp(-0.4992264879226388 - (exp(-0.19116050546115904 - exp(-0.896 - exp(-0.09248251672753682 - log(abs(x0 ** 2.0))) ** 2.0)) ** 2.0 * exp(exp(-0.5816058058270378 * exp(log(abs(x1 ** 2.0)))))) ** 3.0) ** 2.0)),ok,6.0,ok,6.0,ok,6.0,46.71512500499375,110.90625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab7a-d9d5-7660-8532-43911b93705a,new_rule_reduces_to_rank,quotient_coefficient_exposure,"For p<0 and positive integer literals m,n: p / log(abs(exp(a - (exp(b - u)**2 * v))**m)**n) -> -1 / (((m*n)/(-p))*a - exp(2*b + log((m*n)/(-p)) - 2*u) * v). Here m=3,n=2.","Current-rule obstruction: log(exp(x))->x cannot fire because exp(a-Q) is wrapped by **3, abs, **2, and the quotient numerator p is not exposed as a scalable denominator coefficient. Algebra gives log(abs(exp(a-Q)^3)^2)=6*(a-Q), with Q=exp(b-u)^2*v=exp(2*b-2*u)*v. Since p=-2.0220093000996027<0, p/(6*(a-Q)) = -1/(((6)/(-p))*a - exp(2*b + log(6/(-p)) - 2*u)*v). This replaces params p,a,b by two non-integer combinations; c=-0.896, e=-0.09248251672753682, f=-0.5816058058270378 remain, giving rank 5.","Requires p nonzero; the displayed sign form uses p<0. m,n are integer-valued positive literals and should not count as params. exp(...) is strictly positive, so the outer abs does not change value. Inner log(abs(x0**2)) and log(abs(x1**2)) keep the original exclusions at x0=0 or x1=0.",A standalone log_abs_scale_extraction rule would only expose 6*(a-Q) and likely leave 6 params. The rank reduction needs quotient scale normalization plus absorption of the positive scale into exp(b-u)^2; implement either as this specialized rule or as coordinated quotient exposure and exp-additive extraction.
pagie,44,EPLEX,15,sympy,EPLEX,8.0,59.0,7.0,8.0,1.0,-0.786769 + 1.26138411854031 / (0.39714058776807 * log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 - 0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 1.0) ** 2.0,-0.786769 + 1.26138411854031 / (0.39714058776807 * log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 + -0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 1.0) ** 2.0,ok,8.0,ok,8.0,ok,8.0,61.98929197853431,110.578125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab7f-6f9d-7770-96e7-fe30a8ea341f,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No algebraic rewrite is the smallest fix. Parameterization should intern identical non-integer float literals, or CSE the repeated term U = p*log(abs(x0/x1))**4 + 1 so both U occurrences share the same p.","Current-rule obstruction: the rank miss is not from an unnormalized quotient/log/square shape, but from counting the repeated coefficient 0.875656742556918 twice. Let L=log(abs(x0/x1)) and U=p*L**4+1. The expression contains U**4 in the numerator and (U**2 - 0.851410399769728)**2 in the denominator, with the same p. Unique non-integer parameters are -0.786769, 1.26138411854031, 0.39714058776807, 0.168375426124201, p, 0.851410399769728, and 2.463: seven total. Baseline_after_params=8 is explained by unshared duplicate p occurrences.","Integer-valued literals 1.0, 2.0, and 4.0 should not be counted as free parameters here. The repeated p occurs under even powers and inside log(abs(...)), but sharing p does not require domain-changing algebra.","If the pipeline already interns exact equal float literals before ranking, then this row is inconclusive without inspecting that implementation. From the rendered baseline alone, the apparent one-rank gap is a shared-parameter/rank artifact, not a new rank-reducing rewrite."
pagie,20,Bingo,20,original,Bingo,9.0,43.0,3.0,5.0,2.0,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(-61.64925975453745 * (-9.235869766393078 * (x0 * x1) + -1.0 * (-9.235869766393078 * -9.235869766393078 * (-9.235869766393078 * -9.235869766393078)) * (x0 * x0 * (x0 * x0) * (x1 * x1 * (x1 * x1))))))),-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(448579.133503787 * (x1 * (x0 * (x1 * (x1 * x1 * (x0 * x0 * x0)) + 0.0012693067772458905)))))),ok,5.0,ok,5.0,ok,5.0,150.57770800194703,112.890625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab83-6f51-76b2-aa7e-6e54007b6830,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,No rank-reducing rewrite proposed. Small candidates like log(abs(c*u))->log(abs(u))+log(abs(c)) are valid identities but do not remove a parameter here because the added constant is multiplied by a nonconstant affine factor.,"Obstruction: current collection exposes the log argument as k*x0*x1*((x0*x1)^3+e), but k and e are not algebraically disposable under the surrounding multiplier A=b+c/x0-x1/x0. Extracting k gives A*(log|x0*x1*((x0*x1)^3+e)|+log|k|); dropping log|k| would lose the nonzero term log|k|*A. The e parameter also changes log((x0*x1)^3+e), not just a scale. Together with the outer coefficient and two affine constants, this remains five generic non-integer parameters, not rank 3.","Requires x0 != 0 from x0**-1. Log terms require nonzero arguments; abs allows negative constant scales, and scale extraction would use log(abs(k)) for k != 0. Integer-valued literals such as -1.0 are not counted as params.","The reported rank 3 is most plausibly from finite-dataset collinearity, shared parameters outside this rendered form, or a rank-estimation artifact. Confirming which would require the actual pagie row data/Jacobian or the rank artifact generation code."
kotanchek,35,EPLEX,6,original,EPLEX,9.0,54.0,7.0,8.0,1.0,exp((log(abs(-0.452 - x1 * exp((-0.248 * (x1 * (-1.0 * 1.017 ** 2.0) ** 2.0)) ** 3.0 - x0))) * x0 - (exp(log(abs(exp(exp(-0.67) - x0) - x1 * exp(-0.373 - x0))) - -1.0 * 0.991 ** 3.0) - exp(-1.273 - x0))) * x0 - (exp(exp(-1.0 * 0.864 ** 3.0) - x0 - x0) - 0.012 ** 3.0)),exp((log(abs(-0.452 - x1 * exp((-0.2652989264092079 * x1) ** 3.0 - x0))) * x0 - (exp(log(abs(exp(0.5117085777865424 - x0) - x1 * exp(-0.373 - x0))) - -0.9732422709999999) - exp(-1.273 - x0))) * x0 - (exp(0.5246769474391045 - x0 - x0) - 1.728e-06)),ok,8.0,ok,8.0,ok,8.0,50.384084024699405,110.625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab87-7818-7bf3-b2c2-dd81ef5b4de3,new_rule_reduces_to_rank,exp_additive_constant_extraction,"rewrite(exp(log(abs(exp(b + z) - y * exp(c + z))) + a)).to(abs(exp((a + b) + z) - y * exp((a + c) + z))) for constant a,b,c; also reached after existing x - -a => x + a.","Current obstruction: rules have log(exp(x))->x and constant folding, but no exp(log(abs(u))+a) inverse/extraction, so the rendered +0.9732422709999999 remains an independent param. In this row u=exp(0.5117085777865424-x0)-x1*exp(-0.373-x0). Since exp(a)>0, exp(log(abs(u))+a)=abs(exp(a)*u). Pushing that positive scale into the two exponential terms gives abs(exp(1.4849508487865423-x0)-x1*exp(0.6002422709999999-x0)), replacing params {0.5117085777865424,-0.373,0.9732422709999999} with two combined params. Total params drop 8 to 7.","Valid over reals where the LHS is defined: u != 0 because log(abs(u)) requires positive argument. exp(a) is always positive, so abs(exp(a)*u)=exp(a)*abs(u). Integer-valued exponents/sign literals are not counted as params.","This closes the one-param rank gap for the row. If implemented only as a generic exp(log(abs(u))+a)->abs(exp(a)*u), current rules may still need distribution/exp-product normalization; the targeted shared-tail exponential form is the smallest direct rank-reducing rule here."
kotanchek,44,EPLEX,15,sympy,EPLEX,9.0,54.0,5.0,6.0,1.0,log(abs(0.057 * x0 * x1 / log(abs(x1 ** 3.0 / (x1 + log(abs(-0.146)) ** 3.0 - 0.083) ** 3.0 - 1.194 + exp(x0 ** 3.0) / (x1 + log(abs(-0.146)) ** 3.0 - 0.083) ** 3.0)) - 0.071 * x0 + log(abs(1.303369)) + 1.116)),log(abs(1.3809524506836304 + x0 * (-0.071 + x1 * 0.057 / log(abs(x1 ** 3.0 / (-7.206868039343769 + x1) ** 3.0 + -1.194 + exp(x0 ** 3.0) / (-7.206868039343769 + x1) ** 3.0))))),ok,6.0,ok,6.0,ok,6.0,88.93783300300129,111.03125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab87-787d-7ff0-8ed7-3bc5e64ff3ea,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"Canonicalize finite integer-valued Float exponents before param counting, e.g. Pow(u, 3.0) -> Pow(u, 3); do not add a rank-reducing algebraic rewrite for this row.","Obstruction: the current rules appear to have already done the relevant constant/affine work. log(abs(-0.146))**3.0 - 0.083 is rendered as -7.206868039343769, log(abs(1.303369)) + 1.116 as 1.3809524506836304, and the outer x0 terms are collected as 1.3809524506836304 + x0*(-0.071 + 0.057*x1/L). Counting only non-integer numeric literals gives exactly five params: 1.3809524506836304, -0.071, 0.057, -7.206868039343769, -1.194. The apparent sixth item is the structural exponent 3.0, so the rank miss reduces to rank accounting/canonicalization, not a missing algebraic rule.","Safe only for finite Float values exactly equal to an integer and used as exponents. Here 3.0 is an odd integer exponent, so replacing it with 3 preserves real-valued behavior even when the base is negative.","A common-denominator rewrite could combine x1**3/d**3 + exp(x0**3)/d**3 into (x1**3 + exp(x0**3))/d**3, but that does not remove a non-integer parameter and is not the smallest explanation for the one-rank gap."
pagie,37,EPLEX,8,sympy,EPLEX,9.0,57.0,8.0,9.0,1.0,3.017599791376 * ((0.13360110193664 * (0.703249523422628 * log(abs(x1 ** 2.0)) + 1.0) ** 2.0 + log(abs(0.137 * x1))) ** 2.0 * (0.758725341426404 * exp(0.014641 * x1 ** 2.0) - 1.0) ** 2.0 - 0.557375869540689) ** 2.0 + exp(log(abs(x0)) - 0.335544732704243 * exp(exp(log(abs(log(abs(x0))))))) + 9e-06,3.017599791376 * ((0.13360110193664 * (0.703249523422628 * log(abs(x1 ** 2.0)) + 1.0) ** 2.0 + log(abs(0.137 * x1))) ** 2.0 * (0.758725341426404 * exp(0.014641 * x1 ** 2.0) + -1.0) ** 2.0 + -0.557375869540689) ** 2.0 + exp(log(abs(x0)) + -0.335544732704243 * exp(exp(log(abs(log(abs(x0))))))) + 9e-06,ok,9.0,ok,9.0,ok,9.0,50.58812498464249,110.28125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab87-7919-7e03-9316-087dd1965f15,new_rule_reduces_to_rank,tolerance_coefficient_snapping,"For additive literals with abs(a) <= eps, rewrite x + Num(a) -> x and Num(a) + x -> x; eps must be at least 9e-06 for this row.","Current-rule obstruction: rules remove exact 0 via 0 + x -> x and fold exact constants, but they do not snap near-zero literals. The baseline has exactly 9 non-integer float params, with the final top-level + 9e-06 contributing one. Rewriting that additive near-zero constant to 0 lets existing commutativity/identity remove it, leaving the other 8 non-integer params unchanged: 3.017599791376, 0.13360110193664, 0.703249523422628, 0.137, 0.758725341426404, 0.014641, -0.557375869540689, -0.335544732704243.","This is approximate, not exact algebra. It is appropriate only if param_eq accepts tolerance semantics for fitted constants. Integer-valued 1.0 and 2.0 literals are not counted as params here.","No further rank gap remains after snapping 9e-06. Log/abs scale extraction and exp(log(.)) rules could reduce nodes or expose alternate forms, but they are not needed to reach rank 8 for this row."
kotanchek,35,EPLEX,6,sympy,EPLEX,9.0,67.0,7.0,9.0,2.0,1.00000172800149 * exp((x0 * ((x0 * log(abs((-1.0 * x1 - 0.452 * exp(x0 + 0.0186726723867845 * x1 ** 3.0)) * exp(-1.0 * x0 - 0.0186726723867845 * x1 ** 3.0))) - 2.64651127063146 * exp(log(abs((1.66813890656534 - 0.688665232843956 * x1) * exp(-1.0 * x0))))) * exp(x0) + 0.279990389392548) * exp(x0) - 1.68991282952018) * exp(-2.0 * x0)),1.00000172800149 * exp((x0 * (0.279990389392548 - (2.64651127063146 * exp(log(abs(0.688665232843956 * (2.422278382889299 - x1) * exp(-1.0 * x0)))) - x0 * log(abs((-0.452 * exp(x0 - -0.0186726723867845 * x1 ** 3.0) - x1) * exp(-0.0186726723867845 * x1 ** 3.0 - x0)))) * exp(x0)) * exp(x0) - 1.68991282952018) * exp(-2.0 * x0)),ok,9.0,memory_limit,na,timeout,na,na,268.765625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab87-797b-74c2-ac43-973ca24cdc22,new_rule_reduces_to_rank,log_abs_scale_extraction,"For real v and numeric k, rewrite exp(log(abs(k*u*exp(v)))) -> abs(k)*abs(u)*exp(v); analogously log(abs(u*exp(v))) -> log(abs(u))+v. Run before param counting, then existing exp-product and coefficient collection can combine exposed factors.","Obstruction: current rules affine-factor 1.66813890656534 - 0.688665232843956*x1 into 0.688665232843956*(2.422278382889299 - x1), but the factor is still hidden under exp(log(abs(...*exp(-x0)))), so the outer exp(x0) cancellation and coefficient collection cannot fire. The rule rewrites that block times exp(x0) to 0.688665232843956*abs(2.422278382889299 - x1), letting 2.64651127063146 and 0.688665232843956 collapse to one coefficient. The first log also loses a hidden exp scale without adding noninteger params. Remaining params: K,b,A*e,r,0.452,c,C = 7.","Assumes real x0,x1. exp(v)>0, so abs(u*exp(v))=abs(u)*exp(v); the log form is equivalent wherever u != 0 and preserves the same zero singularities. Positive numeric k may leave abs. Integer-valued literals -2,-1,3 are not counted as params.","If current rules do not already collect exposed numeric products or cancel adjacent exp factors after this exposure, add those as follow-up plumbing; algebraically this row does not need a shared-parameter or many-parameter rank-artifact explanation."
kotanchek,33,EPLEX,4,original,EPLEX,10.0,31.0,7.0,10.0,3.0,(0.002 + (0.192 * (-1.412 + log(abs(x0 * 0.268 - exp(-1.569))))) ** 2.0) * (x1 * (-0.008 + log(abs(x1 * 0.384 - exp(exp(-0.001))))) * 0.4 + 0.096),(0.002 + (0.192 * (-1.412 + log(abs(0.268 * (x0 + -0.7770646701367595))))) ** 2.0) * (x1 * (-0.008 + log(abs(0.384 * (x1 + -7.071787142314785)))) * 0.4 + 0.096),ok,10.0,ok,10.0,ok,10.0,45.93620798550546,110.453125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab8c-296e-7c13-abb6-d427c66abe71,new_rule_partial_reduction,log_abs_scale_extraction,"Add guarded symmetric rules: log(abs(a * y)) -> log(a) + log(abs(y)) and log(abs(y * a)) -> log(abs(y)) + log(a), with a=Num(af), af>0.0, y!=Num(0.0).","Obstruction first: current fun_rules extract scale only for log(a*y), log(y*a), log(a/y), log(y/a); after existing affine factoring this row has log(abs(0.268*(x0+c0))) and log(abs(0.384*(x1+c1))), so abs blocks scale extraction. The proposed rule gives log(0.268)+log(abs(x0+c0)) and log(0.384)+log(abs(x1+c1)); analysis then folds log constants into -1.412 and -0.008. That removes the two exposed scale literals, reducing baseline 10 params to about 8, not all the way to n_rank 7.","Valid for positive scale a and y nonzero: log(abs(a*y)) = log(a) + log(abs(y)). This matches existing positive-scale log rules. Negative scales could be handled separately with log(abs(a)), but positive-only is the smallest rule needed here because the exposed scales are 0.268 and 0.384.",One parameter remains beyond n_rank after this local rule. The remaining constants are not obviously eliminated by current affine/quotient rules; reaching rank 7 likely needs a separate coefficient-sharing/lattice rule or the n_rank value reflects search/rank accounting rather than literal-count algebra.
kotanchek,33,EPLEX,4,sympy,EPLEX,10.0,33.0,7.0,9.0,2.0,(0.4 * x1 * (log(abs(0.384 * x1 - 2.71556626264888)) - 0.008) + 0.096) * (0.073497378816 * (0.708215297450425 * log(abs(0.268 * x0 - 0.208253331596652)) - 1.0) ** 2.0 + 0.002),0.029398951526400003 * ((log(abs(0.384 * (x1 + -7.0717871423147916))) + -0.008) * x1 + 0.24) * ((0.708215297450425 * log(abs(0.268 * (x0 + -0.7770646701367612))) + -1.0) ** 2.0 + 0.02721185479290331),ok,9.0,ok,9.0,ok,9.0,48.81304100854322,110.40625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",done,019dab8c-29d0-7cc0-b57b-d8cc92f88651,new_rule_reduces_to_rank,affine_constant_collection,"For a*(b*x + c) inside abs/log, rewrite to (a*b)*(x + c/b) when b is a nonzero integer-valued literal and c is param-like: log(abs(k*x + p)) -> log(abs(k*(x + p/k))).","Current obstruction is affine shift exposure under log(abs(.)): the rendered baseline has log(abs(0.384*(x1 + -7.0717871423147916))) and log(abs(0.268*(x0 + -0.7770646701367612))), while the input keeps 0.384*x1 - 2.71556626264888 and 0.268*x0 - 0.208253331596652. The remaining outside constants already factor cleanly: 0.4*(...)+0.096 = 0.4*((...)*x1+0.24), and 0.073497378816*(q)^2+0.002 = 0.073497378816*((q)^2+0.02721185479290331). Pulling 0.4*0.073497378816 gives 0.029398951526400003, matching baseline.","Valid for real x because abs(k*(x+s)) = abs(k)*abs(x+s), but log(abs(k*(x+s))) differs from log(abs(x+s)) by log(abs(k)); this rule keeps k inside abs, so no additive log constant is introduced. Requires k nonzero.","This accounts for the two-rank miss if current rules can already collect outer product constants and affine additive constants. If current rules lack those too, the same row also needs existing affine constant collection outside log, but the smallest rank-facing obstruction is the affine form under log(abs)."
